,species,country_of_origin,altitude_mean_meters,harvest_year,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,sweetness,moisture,clean_cup,quakers,category_one_defects,category_two_defects,total_cup_points
746,Arabica,Guatemala,423.91657152000005,2012,Washed,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,0.11,10.0,0,0,2,82.25
747,Arabica,Mexico,1170.0,2012,Washed,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,0.13,10.0,0,0,3,82.25
748,Arabica,Mexico,1250.0,2012,Washed,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,0.12,10.0,0,0,13,82.25
749,Arabica,El Salvador,,2012,Washed,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,0.0,10.0,0,2,5,82.25
750,Arabica,Mexico,1100.0,2012,Washed,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,0.11,10.0,0,0,0,82.25
751,Arabica,Mexico,900.0,2012,Washed,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,0.1,10.0,0,0,3,82.25
752,Arabica,Colombia,1750.0,2012,Washed,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,0.12,10.0,0,0,1,82.25
753,Arabica,Colombia,1775.0,2012,Washed,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,82.25
754,Arabica,Brazil,,2012,Natural,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,0.12,10.0,0,0,1,82.25
755,Arabica,Colombia,,,Washed,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,0.22,10.0,0,0,2,82.25
756,Arabica,Brazil,934.0,2016,Natural,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,0.11,10.0,1,0,5,82.17
757,Arabica,Honduras,1500.0,2015,Washed,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,0.11,10.0,1,0,2,82.17
758,Arabica,Nicaragua,1000.0,,Washed,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,0.1,10.0,0,0,1,82.17
759,Arabica,"Tanzania, United Republic Of",1650.0,2015,Washed,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,0.13,10.0,0,1,6,82.17
760,Arabica,"Tanzania, United Republic Of",1600.0,2015,Washed,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,0.12,10.0,0,0,1,82.17
761,Arabica,Brazil,1.0,2015,Natural,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,0.0,10.0,0,0,1,82.17
762,Arabica,Thailand,800.0,2014,Washed,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,0.12,10.0,0,0,0,82.17
763,Arabica,Honduras,1350.0,2015,Washed,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,0.11,10.0,0,0,2,82.17
764,Arabica,Guatemala,1500.0,2014,Washed,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,0.09,10.0,0,0,4,82.17
765,Arabica,Brazil,,2014,Natural,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,0.12,10.0,0,0,1,82.17
766,Arabica,"Tanzania, United Republic Of",1700.0,2014,Washed,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,0.12,10.0,0,0,1,82.17
767,Arabica,Mexico,1100.0,2013,Washed,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,0.12,10.0,0,0,0,82.17
768,Arabica,Mexico,1400.0,2013,Washed,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,0.1,10.0,0,1,1,82.17
769,Arabica,Taiwan,1200.0,2013,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,82.17
770,Arabica,Taiwan,800.0,2012,Washed,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,0.0,10.0,0,0,0,82.17
771,Arabica,Colombia,1750.0,2013,Washed,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,0.0,10.0,0,0,1,82.17
772,Arabica,Mexico,1144.0,2012,Washed,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,0.15,10.0,0,1,9,82.17
773,Arabica,Guatemala,1350.0,2012,Washed,7.25,7.75,7.0,7.75,8.17,7.75,10.0,9.33,0.12,10.0,0,0,2,82.17
774,Arabica,Mexico,1000.0,2012,Washed,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,0.12,10.0,0,0,4,82.17
775,Arabica,Mexico,1200.0,2012,Washed,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,0.1,10.0,0,0,1,82.17
776,Arabica,Colombia,1800.0,,Washed,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,0.08,10.0,0,0,0,82.17
777,Arabica,Indonesia,1300.0,2017,Washed,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,0.15,10.0,0,0,3,82.08
778,Arabica,Colombia,,2016,Washed,7.75,7.58,7.42,7.67,7.83,7.58,9.33,10.0,0.0,9.33,7,0,6,82.08
779,Arabica,Brazil,894.0,2016,Natural,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,0.11,10.0,1,0,3,82.08
780,Arabica,Brazil,1.0,2015,Natural,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,0.0,10.0,0,0,1,82.08
781,Arabica,Costa Rica,1300.0,2015,Washed,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,0.0,10.0,0,0,0,82.08
782,Arabica,"Tanzania, United Republic Of",1500.0,2014,Washed,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,0.12,10.0,0,0,5,82.08
783,Arabica,"Tanzania, United Republic Of",1600.0,2014,Washed,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,0.12,10.0,0,0,3,82.08
784,Arabica,Colombia,,2013,Washed,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,0.11,10.0,0,1,0,82.08
785,Arabica,Costa Rica,13.0,2013,Washed,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,0.11,10.0,0,0,2,82.08
786,Arabica,United States (Hawaii),,2012,Natural,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,0.11,10.0,0,0,0,82.08
787,Arabica,Mexico,1300.0,2012,Washed,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,0.13,10.0,0,0,7,82.08
788,Arabica,Mexico,1800.0,2012,Washed,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,0.13,10.0,0,3,13,82.08
789,Arabica,Mexico,1250.0,2012,Washed,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,0.11,10.0,0,0,11,82.08
790,Arabica,Vietnam,1040.0,2012,Natural,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,0.12,10.0,0,0,2,82.08
791,Arabica,Mexico,1250.0,2012,Washed,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,0.11,10.0,0,0,1,82.08
792,Arabica,United States (Hawaii),,2012,Washed,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,0.1,10.0,0,0,2,82.08
793,Arabica,Colombia,1600.0,2011,Washed,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,0.08,10.0,0,1,5,82.08
794,Arabica,Honduras,1600.0,2017,Washed,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,0.12,10.0,0,0,1,82.0
795,Arabica,Honduras,1600.0,2016,Natural,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,0.1,10.0,1,0,7,82.0
796,Arabica,Brazil,944.0,2016,Natural,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,0.11,10.0,2,0,3,82.0
797,Arabica,"Tanzania, United Republic Of",1650.0,2015,Washed,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,0.13,10.0,0,0,20,82.0
798,Arabica,Laos,1250.0,2015,Washed,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,0.12,10.0,0,0,0,82.0
799,Arabica,"Tanzania, United Republic Of",1350.0,2014,Washed,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,0.12,10.0,0,0,3,82.0
800,Arabica,Malawi,2500.0,2014,Washed,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,0.13,10.0,0,0,1,82.0
801,Arabica,Taiwan,600.0,2013,Washed,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,0.09,10.0,0,0,0,82.0
802,Arabica,Thailand,800.0,2013,Washed,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,0.11,10.0,0,0,0,82.0
803,Arabica,Costa Rica,1300.0,2013,Washed,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,0.1,10.0,0,0,4,82.0
804,Arabica,Honduras,1400.0,2014,Washed,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,0.11,10.0,0,0,5,82.0
805,Arabica,Colombia,1900.0,2013,Washed,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,0.11,10.0,0,0,1,82.0
806,Arabica,Taiwan,650.0,2012,Washed,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,0.12,10.0,0,0,0,82.0
807,Arabica,Brazil,1038.5,2012,Natural,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,0.11,10.0,0,0,0,82.0
808,Arabica,Mexico,940.0,2012,Washed,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,0.12,10.0,0,0,1,82.0
809,Arabica,Brazil,1000.0,2012,Natural,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,0.12,10.0,0,0,1,82.0
810,Arabica,Brazil,1050.0,2012,Semi-washed,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,0.11,10.0,0,0,1,82.0
811,Arabica,Guatemala,,2012,Natural,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,0.11,10.0,0,0,3,82.0
812,Arabica,Brazil,950.0,2012,Semi-washed,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,0.12,10.0,0,0,2,82.0
813,Arabica,Guatemala,427.353984,2012,Washed,7.75,7.33,7.33,7.42,7.75,7.67,10.0,9.33,0.0,10.0,0,0,10,82.0
814,Arabica,Colombia,1775.0,,Washed,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,0.07,10.0,0,0,2,82.0
815,Arabica,Guatemala,1901.0,2017,Washed,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,0.1,10.0,0,0,1,81.92
816,Arabica,Guatemala,371.61216,2017,Washed,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,0.11,10.0,2,0,0,81.92
817,Arabica,Honduras,1400.0,2017,Washed,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,0.12,10.0,0,0,1,81.92
818,Arabica,Brazil,1020.0,2016,Natural,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,0.11,10.0,0,0,4,81.92
819,Arabica,El Salvador,1250.0,2014,Washed,7.67,7.58,7.33,7.5,7.5,7.67,10.0,9.33,0.11,10.0,0,0,2,81.92
820,Arabica,Guatemala,1550.0,2015,Washed,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,0.11,10.0,0,0,7,81.92
821,Arabica,"Tanzania, United Republic Of",1877.0,2014,Washed,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,0.12,10.0,0,0,4,81.92
822,Arabica,Nicaragua,,2013,Washed,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,0.12,10.0,0,3,4,81.92
823,Arabica,Zambia,1250.0,2014,Washed,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,0.0,10.0,0,1,3,81.92
824,Arabica,Honduras,,2012,Washed,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,0.11,10.0,0,0,0,81.92
825,Arabica,Taiwan,1000.0,2012,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,81.92
826,Arabica,Mexico,1300.0,2013,Washed,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,0.12,10.0,0,0,6,81.92
827,Arabica,Mexico,981.0,2012,Semi-washed,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,0.13,10.0,0,2,7,81.92
828,Arabica,Mexico,690.0,2012,Washed,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,0.14,10.0,0,2,8,81.92
829,Arabica,Mexico,1650.0,2012,Washed,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,0.12,10.0,0,0,4,81.92
830,Arabica,Mexico,1000.0,2012,Washed,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,0.12,10.0,0,0,0,81.92
831,Arabica,Brazil,1100.0,2012,Natural,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,0.12,10.0,0,0,3,81.92
832,Arabica,Colombia,1600.0,2010,Washed,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,0.09,10.0,0,0,1,81.92
833,Arabica,Guatemala,48.12377472000001,2017,Washed,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,0.1,10.0,0,1,1,81.83
834,Arabica,Costa Rica,1900.0,2016,Honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,0.0,10.0,0,1,4,81.83
835,Arabica,Brazil,973.0,2016,Natural,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,0.11,10.0,1,0,3,81.83
836,Arabica,Indonesia,1250.0,2015,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,0.11,10.0,1,0,0,81.83
837,Arabica,Guatemala,448.25716800000004,2015,Washed,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,0.1,10.0,0,2,6,81.83
838,Arabica,Brazil,1.0,2015,Natural,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,0.0,10.0,0,0,1,81.83
839,Arabica,Brazil,1.0,2015,Natural,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,0.0,10.0,0,0,0,81.83
840,Arabica,Myanmar,3812.5,2015,Washed,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,0.0,10.0,0,0,2,81.83
841,Arabica,Mexico,1425.0,2015,Washed,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,0.11,10.0,0,0,7,81.83
842,Arabica,Honduras,1400.0,2015,Washed,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,0.12,10.0,0,0,1,81.83
843,Arabica,Costa Rica,1300.0,2015,Washed,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,0.09,10.0,0,0,0,81.83
844,Arabica,Taiwan,700.0,2014,Washed,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,0.0,10.0,0,0,0,81.83
845,Arabica,Indonesia,1300.0,2014,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,0.11,10.0,0,2,6,81.83
846,Arabica,Malawi,1556.0,2014,Washed,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,0.13,10.0,0,0,0,81.83
847,Arabica,Brazil,1100.0,2014,Natural,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,0.11,10.0,0,0,0,81.83
848,Arabica,Honduras,1350.0,2014,Natural,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,0.1,10.0,0,0,4,81.83
849,Arabica,Mexico,1550.0,2014,Washed,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,0.11,10.0,0,0,0,81.83
850,Arabica,Colombia,1775.0,2013,Washed,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,0.0,10.0,0,2,0,81.83
851,Arabica,United States (Hawaii),,2012,Natural,7.83,7.83,7.83,8.0,7.83,7.83,10.0,10.0,0.0,6.67,0,1,1,81.83
852,Arabica,Brazil,1250.0,2012,Semi-washed,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,0.12,9.33,0,0,0,81.83
853,Arabica,Guatemala,399.48307200000005,2013,Washed,7.83,7.67,7.33,7.33,7.67,7.83,9.33,9.33,0.11,10.0,0,0,1,81.83
854,Arabica,Mexico,1500.0,2012,Washed,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,0.12,10.0,0,0,2,81.83
855,Arabica,Mexico,1250.0,2012,Semi-washed,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,0.12,10.0,0,0,10,81.83
856,Arabica,Brazil,925.0,2011,Washed,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,0.02,10.0,0,0,2,81.83
857,Arabica,Colombia,1700.0,2011,Washed,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,0.05,10.0,0,0,0,81.83
858,Arabica,United States (Hawaii),,,Natural,7.25,7.58,7.83,7.67,7.75,7.75,9.33,10.0,0.02,9.33,0,3,12,81.83
859,Arabica,Guatemala,1700.0,2017,Washed,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,0.11,10.0,1,0,1,81.75
860,Arabica,Vietnam,1040.0,2014,Washed,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,0.12,10.0,0,0,0,81.75
861,Arabica,"Tanzania, United Republic Of",1600.0,2014,Washed,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,0.12,10.0,0,0,4,81.75
862,Arabica,Brazil,,2013,Natural,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,0.1,10.0,0,0,1,81.75
863,Arabica,Mexico,774.0,2012,Washed,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,0.13,10.0,0,2,9,81.75
864,Arabica,Mexico,1250.0,2012,Washed,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,0.13,10.0,0,0,23,81.75
865,Arabica,Mexico,1100.0,2012,Washed,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,0.11,10.0,0,0,1,81.75
866,Arabica,Mexico,1550.0,2012,Washed,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,0.12,10.0,0,10,14,81.75
867,Arabica,Mexico,1650.0,2012,Washed,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,0.12,10.0,0,0,1,81.75
868,Arabica,Colombia,1750.0,2011,Washed,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,0.0,10.0,0,0,1,81.75
869,Arabica,Colombia,1775.0,,Washed,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,0.08,10.0,0,0,0,81.75
870,Arabica,Brazil,890.0,2017,Natural,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,0.11,10.0,0,0,5,81.67
871,Arabica,Guatemala,1700.0,2017,Washed,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,0.1,10.0,0,0,1,81.67
872,Arabica,Guatemala,371.61216,2017,Washed,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,0.12,10.0,1,0,3,81.67
873,Arabica,Honduras,1450.0,2016,Washed,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,0.11,10.0,0,0,2,81.67
874,Arabica,"Tanzania, United Republic Of",1800.0,2016,Washed,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,0.0,10.0,0,0,1,81.67
875,Arabica,Nicaragua,,,Washed,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,0.1,10.0,0,0,1,81.67
876,Arabica,Colombia,,2016,Washed,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,0.0,10.0,1,0,1,81.67
877,Arabica,Brazil,1.0,2015,Natural,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,0.0,10.0,0,0,0,81.67
878,Arabica,"Tanzania, United Republic Of",1500.0,2014,Washed,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,0.12,10.0,0,0,0,81.67
879,Arabica,"Tanzania, United Republic Of",1700.0,2013,Washed,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,0.12,10.0,0,0,7,81.67
880,Arabica,Brazil,1260.0,2014,Washed,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,0.1,10.0,0,0,2,81.67
881,Arabica,Indonesia,,2013,Semi-washed,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,0.11,10.0,0,0,0,81.67
882,Arabica,Honduras,1400.0,2014,Natural,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,0.1,10.0,0,0,5,81.67
883,Arabica,Costa Rica,1850.0,2013,Washed,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,0.11,10.0,0,0,3,81.67
884,Arabica,Mexico,,2014,Washed,7.42,7.42,7.67,8.0,7.58,7.5,9.33,10.0,0.0,9.33,0,0,4,81.67
885,Arabica,Taiwan,150.0,2013,Semi-washed,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,0.11,10.0,0,0,0,81.67
886,Arabica,Taiwan,750.0,2013,Washed,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,0.11,10.0,0,0,0,81.67
887,Arabica,Mexico,1400.0,2013,Washed,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,0.12,10.0,0,0,6,81.67
888,Arabica,Guatemala,534.19248,2012,Washed,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,0.11,10.0,0,0,4,81.67
889,Arabica,Mexico,1650.0,2012,Washed,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,0.13,10.0,0,1,13,81.67
890,Arabica,Mexico,1400.0,2012,Washed,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,0.11,10.0,0,0,4,81.67
891,Arabica,Mexico,1200.0,2012,Washed,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,0.11,10.0,0,0,2,81.67
892,Arabica,Mexico,1400.0,2012,Washed,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,0.11,10.0,0,0,2,81.67
893,Arabica,Mexico,940.0,2012,Semi-washed,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,0.11,10.0,0,0,4,81.67
894,Arabica,United States (Hawaii),,2012,Washed,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,0.1,10.0,0,1,1,81.67
895,Arabica,Honduras,1200.0,2018,Washed,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,0.11,10.0,1,0,3,81.58
896,Arabica,Guatemala,448.25716800000004,2017,Washed,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,0.12,10.0,0,0,0,81.58
897,Arabica,Taiwan,800.0,2016,Washed,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,0.1,10.0,0,0,0,81.58
898,Arabica,Costa Rica,13.0,2015,Washed,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,0.12,10.0,0,0,1,81.58
899,Arabica,"Tanzania, United Republic Of",1800.0,2014,Washed,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,0.12,10.0,0,0,5,81.58
900,Arabica,Malawi,1100.0,2014,Washed,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,0.13,10.0,0,0,0,81.58
901,Arabica,Taiwan,850.0,2014,Semi-washed,7.33,7.17,7.08,7.08,8.33,8.25,10.0,9.33,0.0,10.0,0,0,0,81.58
902,Arabica,Brazil,1260.0,2013,Washed,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,0.12,10.0,0,0,3,81.58
903,Arabica,Guatemala,399.48307200000005,2013,Washed,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,0.12,10.0,0,0,1,81.58
904,Arabica,Mexico,1400.0,2013,Washed,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,0.12,10.0,0,0,9,81.58
905,Arabica,Mexico,1600.0,2012,Natural,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,0.11,10.0,0,0,0,81.58
906,Arabica,Mexico,1650.0,2012,Natural,7.67,7.58,7.42,7.58,7.58,7.42,10.0,8.67,0.11,10.0,0,0,2,81.58
907,Arabica,Thailand,457.17585984000004,2011,Washed,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,0.01,10.0,0,0,0,81.58
908,Arabica,Thailand,,2011,Washed,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,0.2,10.0,0,0,0,81.58
909,Arabica,Costa Rica,487.74096000000003,,Washed,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,0.0,10.0,0,0,1,81.58
910,Arabica,Guatemala,371.61216,2017,Washed,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,0.1,10.0,0,0,0,81.5
911,Arabica,Nicaragua,1100.0,2017,Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,0.11,10.0,0,0,3,81.5
912,Arabica,Honduras,1400.0,2017,Washed,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,0.1,10.0,0,0,5,81.5
913,Arabica,Guatemala,,2017,Washed,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,0.12,10.0,0,0,0,81.5
914,Arabica,Taiwan,180.0,2015,Natural,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,0.12,10.0,0,0,2,81.5
915,Arabica,Myanmar,371.61216,2015,Washed,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,0.0,10.0,0,0,4,81.5
916,Arabica,Costa Rica,1200.0,2014,Washed,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,0.12,10.0,0,1,2,81.5
917,Arabica,Malawi,1599.0,2014,Washed,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,0.12,10.0,0,0,0,81.5
918,Arabica,Guatemala,371.61216,2014,Washed,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,0.12,10.0,0,0,0,81.5
919,Arabica,Taiwan,900.0,2014,Washed,7.42,7.33,7.67,7.33,7.42,7.5,10.0,9.33,0.11,10.0,0,0,0,81.5
920,Arabica,Brazil,1200.0,2014,Semi-washed,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,0.0,9.33,0,1,1,81.5
921,Arabica,Haiti,825.0,2013,Washed,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,0.11,10.0,0,0,0,81.5
922,Arabica,Taiwan,600.0,2013,Other,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,0.11,10.0,0,0,0,81.5
923,Arabica,Mexico,1150.0,2013,Washed,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,0.13,10.0,0,0,2,81.5
924,Arabica,Mexico,1600.0,2012,Washed,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,0.12,10.0,0,0,5,81.5
925,Arabica,Mexico,1100.0,2012,Washed,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,0.12,10.0,0,0,10,81.5
926,Arabica,Mexico,1000.0,2012,Semi-washed,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,0.11,10.0,0,0,6,81.5
927,Arabica,Mexico,1250.0,2012,Washed,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,0.13,10.0,0,0,5,81.5
928,Arabica,Mexico,1100.0,2012,Natural,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,0.11,10.0,0,0,3,81.5
929,Arabica,Indonesia,1400.0,2012,Washed,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,0.12,10.0,0,0,0,81.5
930,Arabica,Brazil,125.0,2012,Semi-washed,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,0.12,10.0,0,0,2,81.5
931,Arabica,Guatemala,,2012,Washed,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,0.11,10.0,0,0,1,81.5
